Car Name,KM Driven,Fuel Type,Transmission,Ownership,Price,Location
2022 Mahindra Thar LX HT PETROL 4WD MT,25.51k km,Petrol,Manual,1st owner,11.36 lakh,Siripuram Visakhapatnam Andhra Pradesh
2015 Skoda Octavia 2.0 TDI CR AMBITION,1.3L km,Diesel,Manual,2nd owner,4.90 lakh,Vishalakshi Nagar Visakhapatnam Andhra Pradesh
2016 Ford Ecosport TITANIUM 1.5L PETROL AT,37.38k km,Petrol,Auto,1st owner,5.25L,Siripuram Visakhapatnam Andhra Pradesh
2022 KIA CARENS PRESTIGE PLUS 1.5 DIESEL 7 STR,96.41k km,Diesel,Manual,1st owner,12.85 lakh,Rushikonda Visakhapatnam Andhra Pradesh
2018 Maruti Vitara Brezza,1.2L km,Diesel,Auto,1st owner,7.57 lakh,Rushikonda Visakhapatnam Andhra Pradesh
2010 Maruti Alto LXI,89.10k km,Petrol,Manual,2nd owner,1.21 lakh,Madhavadhara Visakhapatnam Andhra Pradesh
2016 Hyundai Creta SX PLUS 1.6 PETROL,79.39k km,Petrol,Manual,1st owner,5.00L,Shibpur Howrah West Bengal
2021 Maruti Ertiga VXI SHVS,73.01k km,Petrol,Manual,1st owner,7.49 lakh,Bally Howrah West Bengal
2016 Honda City 1.5L I-VTEC SV,45.85k km,Petrol,Manual,3rd owner,2.55 lakh,Ichapur Howrah West Bengal
2013 Maruti Swift VXI,83.27k km,Petrol,Manual,1st owner,2.50 lakh,Shibpur Howrah West Bengal
2015 Maruti Alto 800 LX,92.27k km,Petrol,Manual,1st owner,1.35 lakh,Balitikuri Howrah West Bengal
2013 Hyundai i10 MAGNA 1.2,64.54k km,Petrol,Manual,2nd owner,2.00 lakh,Shalimar Howrah West Bengal
2017 Maruti Baleno DELTA PETROL 1.2,36.20k km,Petrol,Manual,1st owner,3.70L,Ichapur Howrah West Bengal
2015 Renault Duster 85 PS RXL DIESEL,76.59k km,Diesel,Manual,2nd owner,2.50 lakh,Shibpur Howrah West Bengal
2019 Datsun Go Plus T(O),50.79k km,Petrol,Manual,2nd owner,3.00 lakh,Howrah Pakuria West Bengal
2012 Renault Duster 85 PS RXL DIESEL,1.0L km,Diesel,Manual,3rd owner,2.00L,Kadam Tala Howrah West Bengal
2012 Hyundai i10 MAGNA 1.2,47.62k km,Petrol,Manual,2nd owner,1.47 lakh,Belur Math Howrah West Bengal
2017 Renault Kwid RXT 1.0,77.88k km,Petrol,Manual,2nd owner,2.40 lakh,Ghusuri Howrah West Bengal
2019 Hyundai GRAND I10 NIOS,13.64k km,Petrol,Auto,1st owner,5.60 lakh,Tikiapara Howrah West Bengal
2016 Datsun Redi Go T (O),17.46k km,Petrol,Manual,1st owner,2.00 lakh,Bally Howrah West Bengal
2014 Renault Duster 85 PS RXL DIESEL,93.33k km,Diesel,Manual,2nd owner,2.50L,Ghusuri Howrah West Bengal
2021 Renault Kwid RXT 1.0 AMT (O),6.92k km,Petrol,Auto,1st owner,3.05L,Salkia Howrah West Bengal
2015 Maruti Swift LXI,39.92k km,Petrol,Manual,1st owner,3.15 lakh,Jagacha Howrah West Bengal
2020 Renault TRIBER RXL MT,38.42k km,Petrol,Manual,2nd owner,4.50 lakh,Ghusuri Howrah
2016 BMW X1 SDRIVE 20D X LINE,77.55k km,Diesel,Auto,2nd owner,12.50 lakh,Liluah Howrah West Bengal
2016 Mercedes Benz C Class,69.71k km,Diesel,Auto,2nd owner,13.50L,Belur Howrah West Bengal
2024 Renault Kiger RXL MT,5.18k km,Petrol,Manual,1st owner,6.15 lakh,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2023 Mahindra Bolero B6 (O),46.25k km,Diesel,Manual,1st owner,10.25 lakh,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2021 KIA SONET HTX 1.5,42.34k km,Diesel,Manual,1st owner,10.25 lakh,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2021 Hyundai NEW I20,72.23k km,Petrol,Manual,1st owner,6.90L,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2022 Maruti Dzire VXI CNG,49.91k km,CNG,Manual,1st owner,7.90L,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2023 Mahindra Thar LX P 2WD AT HT,24.18k km,Petrol,Auto,1st owner,13.25 lakh,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2023 MG ASTOR SUPER 1.5 MT,30.56k km,Petrol,Manual,1st owner,9.90L,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2021 Mahindra Thar LX D 4*4 MT HT,52.44k km,Diesel,Manual,1st owner,13.70 lakh,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2012 Maruti Swift Dzire ZDI,1.7L km,Diesel,Manual,2nd owner,3.20 lakh,Near Jagdish Temple Udaipur Rajasthan
2019 Tata Tiago XZ PLUS PETROL,39.86k km,Petrol,Manual,1st owner,4.39 lakh,Wadiya Colony Banswara Rajasthan
2012 Renault Fluence 1.5 E2,1.6L km,Diesel,Manual,3rd owner,1.42 lakh,Gandhi Nagar Udaipur Rajasthan
2018 Hyundai Verna 1.6 CRDI SX + AT,1.3L km,Diesel,Auto,2nd owner,6.12 lakh,Salatwara Sagwara
2017 Hyundai Verna 1.6 SX (O) CRDI MT,2.4L km,Diesel,Manual,1st owner,5.70 lakh,Pahada Udaipur Rajasthan
2016 Volkswagen Polo,88.74k km,Petrol,Manual,3rd owner,3.58 lakh,Brahmpuri Udaipur
2021 Mahindra Thar LX PETROL HT 4WD AT,35.30k km,Petrol,Auto,1st owner,10.66 lakh,Bargaon rural Udaipur Rajasthan
2024 Toyota Urban Cruiser Taisor,7.88k km,Petrol,Manual,1st owner,11.47 lakh,Sindhi Colony Banswara Rajasthan
2020 Honda City 1.5L I-VTEC ZX,77.96k km,Petrol,Manual,1st owner,9.52 lakh,Shobhagpura Udaipur Rajasthan
2019 Hyundai GRAND I10 NIOS,36.85k km,Petrol,Auto,1st owner,5.75 lakh,"CARS24 Network, Nainital Rd, Rudrapur"
2021 Hyundai Creta EX 1.5 DIESEL,27.00k km,Diesel,Manual,1st owner,12.00 lakh,"CARS24 Network, Nainital Rd, Rudrapur"
2018 Maruti Celerio VXI,1.0L km,Petrol,Manual,1st owner,3.15 lakh,opposite ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï
2015 Maruti Celerio VXI,1.1L km,Petrol,Manual,2nd owner,1.70 lakh,Rudrapur Dibdiba Uttarakhand
2015 Maruti Alto K10 LX,1.4L km,Petrol,Manual,2nd owner,1.37L,Rudrapur Tanda Range Uttarakhand
2020 Hyundai Verna SX 1.5 VTVT,87.69k km,Petrol,Manual,2nd owner,8.00L,Rudrapur Dibdiba Uttar Pradesh
2014 Renault Duster 85 PS RXL DIESEL,91.81k km,Diesel,Manual,2nd owner,2.30 lakh,Keshav Nagar Bazpur
2014 Tata Indigo ECS LS TDI,1.3L km,Diesel,Manual,1st owner,1.90L,Shakti Vihar Colony Rudrapur
2013 Hyundai Eon SPORTZ,1.2L km,Petrol,Manual,3rd owner,1.70 lakh,294R+WW Kalyanpur Uttarakhand
2018 Ford Ecosport TITANIUM 1.5L DIESEL,99.55k km,Diesel,Manual,1st owner,6.51L,Batra Colony Dibdiba ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï
2013 BMW 1 Series 118D HATCHBACK,42.88k km,Diesel,Auto,2nd owner,7.58 lakh,Rudrapur Kalyanpur Uttarakhand
2014 Maruti Swift Dzire ZDI,40.80k km,Diesel,Manual,1st owner,4.05 lakh,Singh Colony Rudrapur Uttarakhand
2020 Hyundai AURA E 1.2,65.54k km,Petrol,Manual,1st owner,4.57 lakh,Rudrapur Udham Singh Nagar Uttarakhand
2022 Mahindra XUV700 AX 7 P MT 7 STR,52.63k km,Petrol,Manual,1st owner,15.50 lakh,Awas Vikas Jagatpura
2017 Tata Tiago XE PETROL,91.45k km,Petrol,Manual,1st owner,3.31 lakh,Gangapur Road Rudrapur Uttarakhand
2012 Ford Figo TITANIUM 1.4 DIESEL,90.92k km,Diesel,Manual,5th owner,1.00 lakh,Shanti Colony Rudrapur Uttarakhand
2018 Maruti Wagon R 1.0 LXI CNG,1.1L km,Petrol,Manual,2nd owner,5.00 lakh,Rudrapur Tanda Range Uttarakhand
2020 Maruti New Wagon-R,64.39k km,Petrol,Manual,1st owner,4.30L,Rudrapur Fajalpur Mahraula Uttarakhand
2019 Hyundai NEW SANTRO,40.63k km,Petrol,Manual,2nd owner,4.21 lakh,Malik Colony Rudrapur Uttarakhand
2011 Skoda Superb,1.3L km,Petrol,Auto,4th owner,2.65L,Metropolis City Rudrapur Uttarakhand
2017 Tata Tiago XZ PETROL,58.05k km,Petrol,Manual,3rd owner,2.68 lakh,Ghaziabad Modinagar Uttar Pradesh
2010 Maruti Ritz VXI,84.40k km,Petrol,Manual,2nd owner,1.02L,Modinagar Bisokhar Uttar Pradesh
2015 Honda Amaze 1.5L I-DTEC S,1.6L km,Diesel,Manual,1st owner,2.20 lakh,New Mandi Hapur UP
2016 Maruti Swift VXI,85.13k km,Petrol,Manual,3rd owner,3.00L,Govindpuri Modinagar Uttar Pradesh
2015 Maruti Swift Dzire VDI,90.72k km,Diesel,Manual,4th owner,2.87 lakh,Ashok Colony Hapur Uttar Pradesh
2018 Maruti Vitara Brezza,39.75k km,Diesel,Manual,1st owner,5.39L,Rafiq Nagar Hapur Uttar Pradesh
2015 Honda Amaze 1.5L I-DTEC S,1.0L km,Diesel,Manual,2nd owner,2.00 lakh,gomti vihar Asaura Uttar Pradesh
2019 Maruti Baleno ZETA PETROL 1.2,71.40k km,Petrol,Manual,1st owner,4.65 lakh,Taga Sarai Hapur Uttar Pradesh
2016 Mahindra Kuv100 K4 D 6 STR,62.08k km,Diesel,Manual,2nd owner,2.10 lakh,Dayapuri Modinagar Uttar Pradesh
2023 Honda Amaze 1.2L I-VTEC S,15.72k km,Petrol,Manual,1st owner,7.00L,Ganga Nagar Colony Hapur Uttar Pradesh
2016 Hyundai Verna 1.6 CRDI SX,1.4L km,Diesel,Manual,2nd owner,3.65 lakh,Shri Nagar Hapur Uttar Pradesh
2022 Hyundai AURA SX 1.2 CNG,70.43k km,Petrol,Manual,2nd owner,6.61 lakh,Trivanti Ganj Hapur Uttar Pradesh
2010 Volkswagen Polo,1.0L km,Petrol,Manual,2nd owner,1.30 lakh,Govindpuri Modinagar Uttar Pradesh
2017 Maruti Dzire VDI,1.5L km,Diesel,Manual,1st owner,4.50 lakh,Anand Vihar hapur PP9W+GR Hapur Uttar Pradesh
2017 Ford Ecosport TITANIUM 1.5L DIESEL,87.11k km,Diesel,Manual,1st owner,4.56 lakh,Ashok Colony Hapur Uttar Pradesh
2021 KIA SONET GTX PLUS 1.5 AT,90.65k km,Diesel,Auto,2nd owner,8.50 lakh,1 Modinagar Uttar Pradesh
2019 Mahindra XUV500 W11 AT,72.16k km,Diesel,Auto,1st owner,11.00 lakh,Shivlok Colony Hapur Uttar Pradesh
2018 Mahindra KUV 100 NXT,24.15k km,Petrol,Manual,2nd owner,3.04 lakh,Shri Nagar Hapur
2019 Mahindra XUV500 W5,86.94k km,Diesel,Manual,1st owner,8.00 lakh,PRFH+X7W Tatarpur Uttar Pradesh
2019 Mahindra Scorpio S3,42.85k km,Diesel,Manual,2nd owner,8.95 lakh,Hapur (Jmssa) Hapur Uttar Pradesh
2018 Maruti Wagon R 1.0 VXI AMT,82.46k km,Petrol,Auto,1st owner,4.24 lakh,"Opposite Jeyam Theatre, Madurai"
2016 Renault Kwid RXT 0.8,51.31k km,Petrol,Manual,2nd owner,2.29 lakh,Shenoy Nagar Madurai Tamil Nadu
2015 Hyundai Eon MAGNA +,80.19k km,Petrol,Manual,2nd owner,2.50 lakh,"Opposite Jeyam Theatre, Madurai"
2017 Honda City 1.5L I-VTEC V MT,75.00k km,Petrol,Manual,1st owner,6.75L,"Opposite Jeyam Theatre, Madurai"
2010 Hyundai i10 MAGNA 1.2,72.98k km,Petrol,Manual,2nd owner,1.99 lakh,Avaniyapuram Madurai Tamil Nadu
2014 Ford Ecosport TITANIUM 1.5L DIESEL,1.3L km,Diesel,Manual,2nd owner,4.25 lakh,"Opposite Jeyam Theatre, Madurai"
2014 Maruti Swift VDI ABS,61.00k km,Diesel,Manual,1st owner,5.00 lakh,"Opposite Jeyam Theatre, Madurai"
2022 Maruti Eeco 5 STR AC (O),47.00k km,Petrol,Manual,2nd owner,5.00 lakh,"Opposite Jeyam Theatre, Madurai"
2021 Tata NEXON XM DIESEL,80.23k km,Diesel,Manual,1st owner,8.50 lakh,"Opposite Jeyam Theatre, Madurai"
2022 Maruti Ertiga VXI SHVS,40.18k km,Petrol,Manual,1st owner,10.20 lakh,"Opposite Jeyam Theatre, Madurai"
2021 Nissan MAGNITE XE,23.00k km,Petrol,Manual,1st owner,6.25 lakh,"Opposite Jeyam Theatre, Madurai"
2021 Toyota Glanza V CVT,85.00k km,Petrol,Auto,1st owner,7.25 lakh,"Opposite Jeyam Theatre, Madurai"
2019 Maruti Dzire VXI AMT,59.79k km,Petrol,Auto,1st owner,6.25 lakh,"Opposite Jeyam Theatre, Madurai"
2019 Maruti Swift VXI,80.22k km,Petrol,Manual,1st owner,6.25L,"Opposite Jeyam Theatre, Madurai"
2018 Maruti Baleno DELTA CVT PETROL 1.2,96.00k km,Petrol,Auto,1st owner,6.25 lakh,"Opposite Jeyam Theatre, Madurai"
2022 Renault TRIBER RXZ,60.33k km,Petrol,Manual,2nd owner,6.26 lakh,Balaji Nagar Thiruparankundram Tamil Nadu
2019 Hyundai Creta SX AT 1.6 DIESEL,1.0L km,Diesel,Auto,1st owner,11.40 lakh,Mellur Madurai Tamil Nadu
2018 Mahindra XUV500 W5,97.00k km,Diesel,Manual,1st owner,10.50 lakh,"Opposite Jeyam Theatre, Madurai"
2022 Skoda KUSHAQ STYLE 1.5L TSI DSG,34.21k km,Petrol,Auto,2nd owner,14.25L,sivaram nagar Theni
2019 Nissan Kicks XV DIESEL,1.4L km,Diesel,Manual,1st owner,7.66 lakh,Tiruppalai Madurai Tamil Nadu
2022 Maruti Celerio ZXI PLUS,24.77k km,Petrol,Manual,1st owner,5.25 lakh,"CARS24 Network, Jind Bypass Chowk"
2017 Tata Tiago XZA PETROL,65.82k km,Petrol,Auto,1st owner,3.50 lakh,"CARS24 Network, Jind Bypass Chowk"
2019 Maruti Swift VXI,18.47k km,Petrol,Manual,1st owner,4.50 lakh,Sector 18 Gurugram
2014 Honda Amaze 1.2L I-VTEC EX,99.20k km,Petrol,Manual,3rd owner,2.12 lakh,Sector-23 Rohtak
2018 Volkswagen Polo,94.35k km,Petrol,Manual,2nd owner,3.57 lakh,Pahara Mohalla Rohtak
2013 Maruti Swift Dzire VXI,79.60k km,Petrol,Manual,1st owner,2.59 lakh,Suncity Township-I Rohtak
2015 Maruti Alto K10 VXI,59.31k km,Petrol,Manual,4th owner,1.85 lakh,Arya Nagar Rohtak
2022 Honda Amaze 1.2L I-VTEC VX,25.92k km,Petrol,Manual,1st owner,6.10 lakh,Model Town Rohtak
2020 Mahindra XUV300 W6 1.5 Diesel,1.3L km,Diesel,Manual,2nd owner,5.50 lakh,Ram Gopal Colony Rohtak
2010 Ford Ikon 1.4 DIESEL,1.1L km,Diesel,Manual,2nd owner,0.69 lakh,Rajendra Nagar Rohtak
2016 Ford Endeavour TREND 2.2 4X2 AT,1.6L km,Diesel,Auto,1st owner,11.45 lakh,Sector-2 Rohtak
2013 Toyota Fortuner 3.0 4X2 AT,2.4L km,Diesel,Auto,2nd owner,8.50 lakh,Dev Colony Rohtak
2011 Maruti Wagon R 1.0 LXI,1.5L km,Petrol,Manual,2nd owner,1.00 lakh,Industrial Model Township Rohtak
2019 MG HECTOR SHARP 2.0 DIESEL,97.99k km,Diesel,Manual,2nd owner,9.00 lakh,Sector 18 Gurugram
2012 Hyundai i20 SPORTZ 1.2,75.52k km,Petrol,Manual,2nd owner,1.90 lakh,Rohtak Rohtak Division HR
2015 Volkswagen Polo,1.6L km,Diesel,Manual,3rd owner,2.18 lakh,HSIIDC Industrial Area Rohtak
2011 Volkswagen Polo,1.3L km,Petrol,Manual,2nd owner,1.50L,Jagdish Colony Rohtak
2017 Skoda Rapid STYLE 1.5 TDI AT,88.91k km,Diesel,Auto,2nd owner,4.75 lakh,Area Rohtak
2023 Volkswagen VIRTUS,63.76k km,Petrol,Manual,1st owner,11.50 lakh,Sector-1 Rohtak Haryana
2022 KIA SELTOS GTX PLUS 1.5 DIESEL AT,51.68k km,Diesel,Auto,1st owner,15.00 lakh,Sector 3 (P) Rohtak Haryana
2021 MG HECTOR SHARP 2.0 DIESEL,1.4L km,Diesel,Manual,1st owner,9.50 lakh,Model Town Rohtak
2019 Hyundai Creta SX AT 1.6 DIESEL,1.3L km,Diesel,Auto,2nd owner,8.92 lakh,DLF Colony Rohtak
2011 Maruti Swift VXI,1.1L km,Petrol,Manual,2nd owner,1.54 lakh,Rohtak Station Diary Mohalla Rohtak
2015 Hyundai Elite i20,59.46k km,Petrol,Manual,1st owner,4.00 lakh,Kaipuzha-Athirampuzha Rd Athirampuzha Kerala
2020 Hyundai NEW SANTRO,43.69k km,Petrol,Manual,1st owner,3.75L,Nagampadam Kottayam
2015 Maruti Swift Dzire VDI ABS,1.7L km,Diesel,Manual,1st owner,4.00 lakh,HHXP+6CJ Manarcadu Kerala
2015 Toyota Etios G,35.46k km,Petrol,Manual,1st owner,3.63 lakh,null Ettumanoor Kerala
2012 Hyundai i10 MAGNA 1.2,75.85k km,Petrol,Manual,3rd owner,1.60 lakh,Kumaranalloor Kottayam Kerala
2015 Maruti Alto 800 LXI,54.80k km,Petrol,Manual,2nd owner,2.50 lakh,Kelan Kavala - Ponpuzha Road Ithithanam Kerala
2017 Tata Nano TWIST XTA,6.6L km,Petrol,Auto,3rd owner,1.55 lakh,Puthuppally Kottayam Kerala
2011 Maruti Swift Dzire VDI,1.9L km,Diesel,Manual,3rd owner,2.07 lakh,Malakunnam -kallukadavu Road Thuruthy Kerala
2011 Hyundai i20 SPORTZ 1.4 CRDI,1.3L km,Diesel,Manual,2nd owner,1.95 lakh,Kizhakummuri Thiruvalla Kerala
2021 Tata ALTROZ XZ PLUS PETROL DARK EDITION,31.95k km,Petrol,Manual,2nd owner,6.10 lakh,JM86+R4 Akalakunnam Kerala
2014 Volkswagen Polo,2.0L km,Diesel,Manual,2nd owner,3.33 lakh,Moolavattom Nattakom Kerala
2017 Ford Endeavour,1.9L km,Diesel,Auto,2nd owner,23.95L,Parolickal ettumanoor Near KFC
2019 Honda City 1.5L I-VTEC V MT,31.44k km,Petrol,Manual,1st owner,7.57 lakh,Kodinatumkunnu Changanassery Kerala
2016 Honda City 1.5L I-VTEC VX CVT,43.15k km,Petrol,Auto,1st owner,6.86 lakh,"GG6F+C8J Chingavanam, Kerala, India GG6F+C8J Chingavanam Kerala"
2017 Maruti Celerio ZXI AMT (O),45.98k km,Petrol,Auto,2nd owner,4.45L,K G College Road Pampady Kerala
2019 MG HECTOR SHARP 1.5 DCT PETROL,81.32k km,Petrol,Auto,1st owner,12.00 lakh,Ettumanoor Temple Rd Ettumanoor Kerala
2022 Renault Kiger RXT AMT,44.10k km,Petrol,Auto,1st owner,6.00 lakh,St Marys hosptal road Manarcadu Kerala
2020 KIA SELTOS HTX IVT 1.5 PETROL,35.76k km,Petrol,Auto,1st owner,11.50 lakh,9495334873 call them Changanassery Kerala
2019 Ford Ecosport TITANIUM 1.5L PETROL,64.75k km,Petrol,Manual,1st owner,7.00 lakh,Kottayam Perumbaikad Kerala
2015 Toyota Innova 2.5 GX 8 STR,1.3L km,Diesel,Manual,3rd owner,8.16 lakh,Nagampadam Kottayam Kerala
2020 Hyundai GRAND I10 NIOS,69.53k km,Petrol,Manual,1st owner,5.29 lakh,TDI city
2022 Maruti Dzire VXI CNG,56.34k km,CNG,Manual,1st owner,7.35 lakh,TDI city
2019 Hyundai Elite i20,1.5L km,Petrol,Manual,1st owner,4.98 lakh,TDI city
2020 Hyundai Creta E PLUS 1.4 DIESEL,1.3L km,Diesel,Manual,1st owner,8.80L,TDI city
2023 Mahindra XUV300 W4 1.2 PETROL,11.24k km,Petrol,Manual,1st owner,7.90L,TDI city
2022 Mahindra Thar LX D AT 4WD HT,75.06k km,Diesel,Auto,2nd owner,13.80 lakh,TDI city
2017 Skoda Rapid AMBITION 1.5 TDI AT,1.2L km,Diesel,Auto,1st owner,6.25 lakh,TDI city
2020 Tata ALTROZ XT PETROL,69.80k km,Petrol,Manual,1st owner,5.59 lakh,"Paras Downtown Square, Chandigarh"
2017 Skoda Rapid AMBITION 1.5 TDI,71.48k km,Diesel,Manual,2nd owner,5.38 lakh,"Paras Downtown Square, Chandigarh"
2022 Mahindra Thar LX D 4*4 MT HT,41.05k km,Diesel,Manual,2nd owner,12.48 lakh,"CARS24 Network, Baldev nagar, Ambala"
2019 Tata Harrier XZ 2.0L DARK EDITION,91.60k km,Diesel,Manual,1st owner,10.15L,"Paras Downtown Square, Chandigarh"
2016 Maruti Vitara Brezza,74.28k km,Diesel,Manual,2nd owner,6.04L,"Paras Downtown Square, Chandigarh"
2017 Maruti Vitara Brezza,62.12k km,Diesel,Manual,1st owner,6.16L,"Paras Downtown Square, Chandigarh"
2020 Mahindra XUV300 W4 1.5 DIESEL,68.65k km,Diesel,Manual,1st owner,7.06L,"Paras Downtown Square, Chandigarh"
2021 Maruti Swift VXI,26.91k km,Petrol,Manual,1st owner,6.47L,"Paras Downtown Square, Chandigarh"
2022 Renault Kwid RXT 1.0 (O),52.13k km,Petrol,Manual,1st owner,3.64L,"Paras Downtown Square, Chandigarh"
2015 Maruti Alto K10 VXI,84.35k km,Petrol,Manual,1st owner,2.78L,"Paras Downtown Square, Chandigarh"
2022 Tata PUNCH,24.47k km,Petrol,Auto,2nd owner,5.90 lakh,"Paras Downtown Square, Chandigarh"
2020 Volkswagen Polo,68.98k km,Petrol,Manual,2nd owner,7.23L,"Paras Downtown Square, Chandigarh"
2017 Maruti Baleno DELTA PETROL 1.2,65.03k km,Petrol,Manual,1st owner,4.87L,"Paras Downtown Square, Chandigarh"
2021 Maruti Swift VXI,63.77k km,Petrol,Manual,2nd owner,5.90 lakh,"CARS24 Network, Baldev nagar, Ambala"
2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,88.31k km,Petrol,Manual,2nd owner,7.12L,"Paras Downtown Square, Chandigarh"
2019 Volkswagen Ameo,51.84k km,Petrol,Manual,2nd owner,3.92L,"Paras Downtown Square, Chandigarh"
2019 Maruti New Wagon-R,34.89k km,Petrol,Manual,1st owner,3.85 lakh,"Paras Downtown Square, Chandigarh"
2022 Volkswagen VIRTUS,26.80k km,Petrol,Manual,1st owner,9.07L,"Paras Downtown Square, Chandigarh"
2018 Maruti Vitara Brezza,83.57k km,Diesel,Manual,1st owner,6.26L,"Paras Downtown Square, Chandigarh"
2018 Volkswagen Vento,80.27k km,Diesel,Auto,2nd owner,8.76L,"Paras Downtown Square, Chandigarh"
2024 Maruti Swift VXi,22.85k km,Petrol,Manual,1st owner,7.27L,"Paras Downtown Square, Chandigarh"
2019 Hyundai Verna 1.6 VTVT SX O,71.16k km,Petrol,Manual,1st owner,8.16L,"Paras Downtown Square, Chandigarh"
2022 Renault TRIBER RXT,27.63k km,Petrol,Manual,1st owner,6.21L,"Paras Downtown Square, Chandigarh"
2015 Toyota Innova 2.5 VX 8 STR,90.96k km,Diesel,Manual,3rd owner,9.39L,"Paras Downtown Square, Chandigarh"
2016 Hyundai Grand i10,68.47k km,Petrol,Manual,1st owner,3.76L,"Paras Downtown Square, Chandigarh"
2019 Mahindra XUV500 W5,99.97k km,Diesel,Manual,1st owner,9.58L,"Paras Downtown Square, Chandigarh"
2019 Renault TRIBER RXZ,34.21k km,Petrol,Manual,1st owner,4.98L,"Paras Downtown Square, Chandigarh"
2021 Tata ALTROZ XZ DIESEL,73.21k km,Diesel,Manual,1st owner,6.83L,"Paras Downtown Square, Chandigarh"
2023 Maruti Alto LXI OPT CNG,33.91k km,CNG,Manual,1st owner,5.06L,"Paras Downtown Square, Chandigarh"
2014 Maruti Swift ZDI,96.22k km,Diesel,Manual,2nd owner,3.93L,"Paras Downtown Square, Chandigarh"
2020 Renault Kwid RXT 1.0 (O),9.78k km,Petrol,Manual,1st owner,4.13L,"Paras Downtown Square, Chandigarh"
2017 Jeep Compass,95.69k km,Diesel,Manual,1st owner,8.28L,"Paras Downtown Square, Chandigarh"
2024 Maruti Celerio ZXI,10.96k km,Petrol,Manual,1st owner,5.69L,"Paras Downtown Square, Chandigarh"
2017 Mahindra Kuv100 K8 D 6 STR,97.75k km,Diesel,Manual,1st owner,3.46L,"Paras Downtown Square, Chandigarh"
2016 Maruti Alto 800 LXI,66.95k km,Petrol,Manual,1st owner,2.69L,"Paras Downtown Square, Chandigarh"
2020 Hyundai Creta SX (O) IVT 1.5 PETROL,58.33k km,Petrol,Auto,1st owner,13.00L,"CARS24 Network, Sector 11, Panchkula"
2023 Hyundai GRAND I10 NIOS,7.60k km,CNG,Manual,1st owner,7.25L,"Paras Downtown Square, Chandigarh"
2018 Volkswagen Ameo,68.54k km,Diesel,Manual,1st owner,5.94L,"Paras Downtown Square, Chandigarh"
2014 Maruti Alto K10 VXI,68.75k km,Petrol,Manual,2nd owner,2.54L,"Paras Downtown Square, Chandigarh"
2018 Honda WR-V 1.5L I-DTEC VX MT,41.15k km,Diesel,Manual,1st owner,6.14L,"Paras Downtown Square, Chandigarh"
2020 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,77.02k km,Petrol,Manual,1st owner,6.06L,"Paras Downtown Square, Chandigarh"
2023 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,33.79k km,Petrol,Manual,1st owner,8.93L,"Paras Downtown Square, Chandigarh"
2023 MG ASTOR STYLE 1.5 MT,3.50k km,Petrol,Manual,1st owner,9.50L,"CARS24 Network, Baldev nagar, Ambala"
2024 Maruti Swift VXi (O) AMT,12.15k km,Petrol,Auto,1st owner,7.83L,"Paras Downtown Square, Chandigarh"
2017 Maruti Baleno RS 1.0 PETROL,68.64k km,Petrol,Manual,1st owner,4.97 lakh,Lohgarh
2016 Honda City 1.5L I-DTEC V,60.95k km,Diesel,Manual,1st owner,5.10 lakh,"CARS24 Network, Sector 11, Panchkula"
2022 Hyundai VENUE SX 1.5 (O) EXECUTIVE CRDI,45.56k km,Diesel,Manual,1st owner,9.88L,"Paras Downtown Square, Chandigarh"
2021 Renault TRIBER RXT,41.17k km,Petrol,Manual,2nd owner,5.99L,"Paras Downtown Square, Chandigarh"
2019 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,69.92k km,Petrol,Auto,1st owner,6.86L,"Paras Downtown Square, Chandigarh"
2022 Tata TIGOR XZ PLUS PETROL,25.73k km,Petrol,Manual,1st owner,7.18L,"Paras Downtown Square, Chandigarh"
2016 Hyundai Grand i10,96.50k km,Diesel,Manual,2nd owner,3.18 lakh,"Paras Downtown Square, Chandigarh"
2023 KIA CARENS PRESTIGE PLUS 1.5 PETROL DCT 7 STR,43.93k km,Petrol,Auto,1st owner,13.90L,"Paras Downtown Square, Chandigarh"
2022 Skoda SLAVIA STYLE 1.5L TSI DSG,5.27k km,Petrol,Auto,1st owner,17.53L,"Paras Downtown Square, Chandigarh"
2018 Hyundai Elite i20 ASTA 1.2,70.99k km,Petrol,Manual,1st owner,5.83 lakh,Lohgarh
2021 Skoda KUSHAQ,58.45k km,Petrol,Manual,2nd owner,8.89L,"Paras Downtown Square, Chandigarh"
